n,m,density,profit_type,alpha,num_instances,avg_ratio,min_ratio,max_ratio,num_optimal,exact_rate,avg_profit_gap,min_profit_gap,max_profit_gap,avg_relative_profit_gap,min_relative_profit_gap,max_relative_profit_gap,greedy_feasible_count,exact_feasible_count,greedy_consistent_count,exact_consistent_count
9,1,dense,anticorrelated,0.8,30,0.9996825396825397,0.9904761904761905,1.0,29,0.9666666666666667,0.03333333333333333,0,1,0.0003174603174603175,0.0,0.009523809523809525,30,30,30,30
9,1,dense,correlated,0.3,30,0.993015873015873,0.8571428571428571,1.0,28,0.9333333333333333,0.1,0,2,0.006984126984126983,0.0,0.14285714285714285,30,30,30,30
9,1,dense,correlated,0.8,30,0.9922272814904394,0.8974358974358975,1.0,25,0.8333333333333334,0.3,0,4,0.007772718509560615,0.0,0.10256410256410256,30,30,30,30
9,1,dense,random,0.3,30,1.0,1.0,1.0,30,1.0,0.0,0,0,0.0,0.0,0.0,30,30,30,30
9,1,dense,random,0.8,30,1.0,1.0,1.0,30,1.0,0.0,0,0,0.0,0.0,0.0,30,30,30,30
9,1,sparse,anticorrelated,0.3,30,1.0,1.0,1.0,30,1.0,0.0,0,0,0.0,0.0,0.0,30,30,30,30
9,1,sparse,anticorrelated,0.8,30,1.0,1.0,1.0,30,1.0,0.0,0,0,0.0,0.0,0.0,30,30,30,30
9,1,sparse,correlated,0.3,30,0.9958333333333333,0.875,1.0,29,0.9666666666666667,0.03333333333333333,0,1,0.004166666666666667,0.0,0.125,30,30,30,30
9,1,sparse,correlated,0.8,30,0.9877770265194201,0.8620689655172413,1.0,27,0.9,0.23333333333333334,0,4,0.012222973480579971,0.0,0.13793103448275862,30,30,30,30
9,1,sparse,random,0.3,30,0.9932502246181492,0.8867924528301887,1.0,28,0.9333333333333333,0.5333333333333333,0,10,0.006749775381850853,0.0,0.11320754716981132,30,30,30,30
9,1,sparse,random,0.8,30,0.9939427430806742,0.8974358974358975,1.0,27,0.9,1.1333333333333333,0,18,0.006057256919325885,0.0,0.10256410256410256,30,30,30,30
